歌曲之九第一段,#genre#
吴情儿-我的心没离开过你,http://em.21dtv.com/songs/60151435.mkv
吴情儿-寂寞长了青苔,http://em.21dtv.com/songs/60151434.mkv
吴情儿-孤孤单单留在回忆里,http://em.21dtv.com/songs/60151433.mkv
吴情儿-你把爱情就这样摧毁,http://em.21dtv.com/songs/60151432.mkv
吴心缇+邱锋泽-如果我是你,http://em.21dtv.com/songs/60151431.mkv
吴佩锦-无愧存心胸,http://em.21dtv.com/songs/60151430.mkv
严屹宽-近了远了,http://em.21dtv.com/songs/60151429.mkv
MC深七-死在江南烟雨中,http://em.21dtv.com/songs/60151428.mkv
黄羿锡-中国强,http://em.21dtv.com/songs/60151427.mkv
马常宝+李德林+陈三哥+大憨+二憨-老男孩第三季,http://em.21dtv.com/songs/60151426.mkv
鞠文娴-BINGBIAN病变,http://em.21dtv.com/songs/60151425.mkv
靳东-温暖,http://em.21dtv.com/songs/60151424.mkv
陈明憙-影子,http://em.21dtv.com/songs/60151423.mkv
金錿-鲜衣怒马,http://em.21dtv.com/songs/60151422.mkv
金志文+吉克隽逸-千年,http://em.21dtv.com/songs/60151421.mkv
金婷婷+黄依群-梁山伯与祝英台十八相送,http://em.21dtv.com/songs/60151420.mkv
金婷婷+鞠红川-那片海,http://em.21dtv.com/songs/60151419.mkv
金婷婷+阿云嘎-相亲相爱,http://em.21dtv.com/songs/60151418.mkv
金婷婷+张大伟-桃花过渡,http://em.21dtv.com/songs/60151417.mkv
金婷婷-风中有朵雨做的云,http://em.21dtv.com/songs/60151416.mkv
金婷婷-终于等到你,http://em.21dtv.com/songs/60151415.mkv
金婷婷-穆桂英挂帅捧印,http://em.21dtv.com/songs/60151414.mkv
金婷婷-知音,http://em.21dtv.com/songs/60151413.mkv
金婷婷-母爱天地间,http://em.21dtv.com/songs/60151412.mkv
金婷婷-最浪漫的事,http://em.21dtv.com/songs/60151411.mkv
金婷婷-想把我唱给你听,http://em.21dtv.com/songs/60151410.mkv
金婷婷-康定情歌,http://em.21dtv.com/songs/60151409.mkv
金婷婷-在那遥远的地方,http://em.21dtv.com/songs/60151408.mkv
金婷婷-一剪梅,http://em.21dtv.com/songs/60151407.mkv
邰正宵+姚可杰-逍遥年代,http://em.21dtv.com/songs/60151406.mkv
薛之谦-别,http://em.21dtv.com/songs/60151405.mkv
蒋婴+望海高歌-心心相惜,http://em.21dtv.com/songs/60151404.mkv
艾琳娜-我要变成野花开在你身边,http://em.21dtv.com/songs/60151403.mkv
胡琳-半边天,http://em.21dtv.com/songs/60151402.mkv
胡灵-喜欢你,http://em.21dtv.com/songs/60151401.mkv
胡彦斌+JONY J-返老还童,http://em.21dtv.com/songs/60151400.mkv
聂琳峰-回到老家,http://em.21dtv.com/songs/60151399.mkv
程皓-味爱飘乡,http://em.21dtv.com/songs/60151398.mkv
秋红-跪低,http://em.21dtv.com/songs/60151397.mkv
潘辰-到不了的以后,http://em.21dtv.com/songs/60151395.mkv
沙溢+刘峻喆-无敌奶爸,http://em.21dtv.com/songs/60151394.mkv
李雨-姐姐,http://em.21dtv.com/songs/60151393.mkv
李文静-随缘遇见,http://em.21dtv.com/songs/60151392.mkv
山子华-梦回长安,http://em.21dtv.com/songs/60151391.mkv
孙潇-旺你发财,http://em.21dtv.com/songs/60151390.mkv
吴海燕-小亲圪蛋,http://em.21dtv.com/songs/60151389.mkv
吴佩锦+马四香-惜子无度遗后患,http://em.21dtv.com/songs/60151388.mkv
吴佩锦+马四香-咬指写奇冤,http://em.21dtv.com/songs/60151387.mkv
吴佩锦+陈小燕-擂茶小调,http://em.21dtv.com/songs/60151386.mkv
吴佩锦+余海平+陈小燕+邱燕红-梨园贺岁,http://em.21dtv.com/songs/60151385.mkv
吴佩锦-高文举思亲,http://em.21dtv.com/songs/60151384.mkv
吴佩锦-财神到,http://em.21dtv.com/songs/60151383.mkv

歌曲之九第五段,#genre#
吴佩锦-开门炮,http://em.21dtv.com/songs/60151382.mkv
吴佩锦-山伯访友,http://em.21dtv.com/songs/60151381.mkv
吴佩锦-婆媳和美家家欢,http://em.21dtv.com/songs/60151380.mkv
吴佩锦-和盘托出,http://em.21dtv.com/songs/60151379.mkv
吴佩锦-万民涂炭心不安,http://em.21dtv.com/songs/60151378.mkv
华少瑞明-兄弟情永不忘,http://em.21dtv.com/songs/60151377.mkv
光线合唱团+猫眼合唱团-兄弟一起干,http://em.21dtv.com/songs/60151376.mkv
YOUNGLIFE+CUBIC+江澈-BINGBIAN病变,http://em.21dtv.com/songs/60151375.mkv
SNH48-DON'T TOUCH,http://em.21dtv.com/songs/60151374.mkv
LAO干妈-一人之战,http://em.21dtv.com/songs/60151373.mkv
GAI+双笙-都市惊奇夜,http://em.21dtv.com/songs/60151372.mkv
GAI-盖世英雄,http://em.21dtv.com/songs/60151371.mkv
ANGELABABY+陈赫+林志玲+贾玲-稳住别浪,http://em.21dtv.com/songs/60151370.mkv
魏紫祺-亲爱的谢谢你,http://em.21dtv.com/songs/60151369.mkv
魏新雨-最美的遇见,http://em.21dtv.com/songs/60151368.mkv
魏佳艺-我经历了你们不曾经历过的爱情,http://em.21dtv.com/songs/60151367.mkv
谭涛-心事,http://em.21dtv.com/songs/60151365.mkv
腾格尔-马兰花,http://em.21dtv.com/songs/60151364.mkv
田露-如果你真爱我,http://em.21dtv.com/songs/60151363.mkv
田博-回不去的从前,http://em.21dtv.com/songs/60151362.mkv
王麟-逞强,http://em.21dtv.com/songs/60151361.mkv
王飞雪-活出答案,http://em.21dtv.com/songs/60151360.mkv
王雷-约定,http://em.21dtv.com/songs/60151359.mkv
王键-红太狼,http://em.21dtv.com/songs/60151358.mkv
王铮亮+刘美麟-破晓,http://em.21dtv.com/songs/60151357.mkv
王诗安-主角,http://em.21dtv.com/songs/60151356.mkv
王蓦骞-钟楼禅韵,http://em.21dtv.com/songs/60151355.mkv
王莱+蔡茗淇-爱花,http://em.21dtv.com/songs/60151354.mkv
王紫菲-寂寞黄昏,http://em.21dtv.com/songs/60151353.mkv
王烁舟-红包来了,http://em.21dtv.com/songs/60151352.mkv
王洋-我要娶老婆,http://em.21dtv.com/songs/60151351.mkv
王晰-重游往昔,http://em.21dtv.com/songs/60151350.mkv
王晰-带着一颗好心去流浪,http://em.21dtv.com/songs/60151349.mkv
王尼玛-呜啦啦,http://em.21dtv.com/songs/60151348.mkv
王小荣-我在人海中遇见你,http://em.21dtv.com/songs/60151347.mkv
王媛渊-初心,http://em.21dtv.com/songs/60151346.mkv
王如华-兄弟情,http://em.21dtv.com/songs/60151345.mkv
王如华-传灯,http://em.21dtv.com/songs/60151344.mkv
王如华-今夜我把孤独灌醉,http://em.21dtv.com/songs/60151343.mkv
王嘉华-秋天,http://em.21dtv.com/songs/60151342.mkv
王唯音+赵真-为爱远航,http://em.21dtv.com/songs/60151341.mkv
王可儿-我是剩女,http://em.21dtv.com/songs/60151340.mkv
王力宏-再见英雄,http://em.21dtv.com/songs/60151339.mkv
王凯-往事流弹,http://em.21dtv.com/songs/60151338.mkv
王健-草原风中国梦,http://em.21dtv.com/songs/60151337.mkv
王俊凯-焕蓝 未来,http://em.21dtv.com/songs/60151336.mkv
王侠-那些爱,http://em.21dtv.com/songs/60151335.mkv
王不火-我的老婆在农村,http://em.21dtv.com/songs/60151334.mkv
泰万-COULD BE LOVE,http://em.21dtv.com/songs/60151333.mkv
汪川-长发绾君心,http://em.21dtv.com/songs/60151332.mkv
汪峰-普通DISCO,http://em.21dtv.com/songs/60151331.mkv
汪峰-无处安放,http://em.21dtv.com/songs/60151330.mkv
汤非-天眼,http://em.21dtv.com/songs/60151329.mkv
望海高歌+雨柔-爱在烟火人间,http://em.21dtv.com/songs/60151328.mkv
望海高歌-我的思念寄风里,http://em.21dtv.com/songs/60151327.mkv
望海高歌-九百九十九颗眼泪,http://em.21dtv.com/songs/60151326.mkv
婉婷-当有一天,http://em.21dtv.com/songs/60151325.mkv
婉婷-你养我长大 我陪你变老,http://em.21dtv.com/songs/60151324.mkv
唐古-我和爱情有个约会,http://em.21dtv.com/songs/60151323.mkv
乌萨-再见,http://em.21dtv.com/songs/60151322.mkv
乌兰齐齐格-春到最北,http://em.21dtv.com/songs/60151321.mkv
万妮达-势不可挡,http://em.21dtv.com/songs/60151320.mkv
万妮达-MR WONDERFUL,http://em.21dtv.com/songs/60151319.mkv
龙龙-永红年代,http://em.21dtv.com/songs/60151318.mkv
龙泽索南-心如莲花开,http://em.21dtv.com/songs/60151317.mkv
龙梅子-靠着寂寞取暖,http://em.21dtv.com/songs/60151316.mkv
龙千玉-骄傲必败,http://em.21dtv.com/songs/60151314.mkv
龙千玉-思念借过,http://em.21dtv.com/songs/60151313.mkv
龙千玉-平凡,http://em.21dtv.com/songs/60151312.mkv
龙千玉-咸酸甜,http://em.21dtv.com/songs/60151311.mkv
黄羿锡-草原的姑娘,http://em.21dtv.com/songs/60151310.mkv
黄羿锡-一无所有,http://em.21dtv.com/songs/60151309.mkv
马里神驹-未曾放弃,http://em.21dtv.com/songs/60151308.mkv
马伯骞+江疏影-下一个爱情,http://em.21dtv.com/songs/60151307.mkv
雨中百合-想你的时候问月亮,http://em.21dtv.com/songs/60151306.mkv
陌小聪+小布-告白简讯,http://em.21dtv.com/songs/60151305.mkv
陈芳-爱,http://em.21dtv.com/songs/60151304.mkv
陆虎-江南恨,http://em.21dtv.com/songs/60151303.mkv
阿斯满+罗让-爱你每一天,http://em.21dtv.com/songs/60151302.mkv
阮思源-我从北京出发,http://em.21dtv.com/songs/60151301.mkv
郑茜匀-颜值时代,http://em.21dtv.com/songs/60151300.mkv
邱胜翊-爱上了你,http://em.21dtv.com/songs/60151299.mkv
那顺-雕花的马鞍,http://em.21dtv.com/songs/60151298.mkv
萨日娜-草原汉子,http://em.21dtv.com/songs/60151296.mkv
萨日娜-草原之爱,http://em.21dtv.com/songs/60151295.mkv
萨日娜-歌舞的世界,http://em.21dtv.com/songs/60151294.mkv
莫文蔚+声音乐团-凉凉+广岛之恋,http://em.21dtv.com/songs/60151293.mkv
苗强-过年,http://em.21dtv.com/songs/60151292.mkv
苏诗丁-再见萤火虫,http://em.21dtv.com/songs/60151291.mkv
苏立生-散了吧,http://em.21dtv.com/songs/60151290.mkv
苏妙玲-施舍,http://em.21dtv.com/songs/60151289.mkv
罗聪-旧时光,http://em.21dtv.com/songs/60151288.mkv
罗时丰-在路,http://em.21dtv.com/songs/60151287.mkv
索朗措-草原走出的姑娘,http://em.21dtv.com/songs/60151286.mkv
秦奋-途经一站,http://em.21dtv.com/songs/60151285.mkv
秋裤大叔-时间告诉我,http://em.21dtv.com/songs/60151284.mkv
白小白-最美情侣,http://em.21dtv.com/songs/60151283.mkv
牟德冰+毕文婷-再爱你一回,http://em.21dtv.com/songs/60151282.mkv
潘高峰-独舞,http://em.21dtv.com/songs/60151281.mkv
潘晓峰-真的要说谢谢你,http://em.21dtv.com/songs/60151280.mkv
漠心藤-美丽之罪,http://em.21dtv.com/songs/60151279.mkv
欧阳朵-如果只如初见,http://em.21dtv.com/songs/60151278.mkv
梦然-装作听不懂的样子,http://em.21dtv.com/songs/60151277.mkv
梅朵-你不离开我不放手,http://em.21dtv.com/songs/60151276.mkv
梅度-多想再次抱抱你,http://em.21dtv.com/songs/60151275.mkv
枫宇辰-苏喂苏喂,http://em.21dtv.com/songs/60151274.mkv
林良欢-简单的幸福,http://em.21dtv.com/songs/60151273.mkv
林良欢-冷暖人生,http://em.21dtv.com/songs/60151272.mkv
林良欢-伤心藉口,http://em.21dtv.com/songs/60151271.mkv
林志炫-不为谁而作的歌,http://em.21dtv.com/songs/60151270.mkv
林俊杰-忘了你忘了我,http://em.21dtv.com/songs/60151269.mkv

歌曲之九第六段,#genre#
李沙沙-李沙沙,http://em.21dtv.com/songs/60151268.mkv
李晓东-消愁,http://em.21dtv.com/songs/60151267.mkv
李圣杰-痴心绝对,http://em.21dtv.com/songs/60151266.mkv
朴孝信-SOUND OF WINTER,http://em.21dtv.com/songs/60151265.mkv
拿哥-生活就是折腾,http://em.21dtv.com/songs/60151264.mkv
承利-广东爱情故事,http://em.21dtv.com/songs/60151263.mkv
张津涤-谢天谢地谢谢您,http://em.21dtv.com/songs/60151262.mkv
张津涤-美丽的相遇,http://em.21dtv.com/songs/60151261.mkv
广东雨神-说散就散,http://em.21dtv.com/songs/60151260.mkv
山子华-慈母,http://em.21dtv.com/songs/60151259.mkv
尚芸菲-可以不可以,http://em.21dtv.com/songs/60151258.mkv
宋秉洋-错雪,http://em.21dtv.com/songs/60151257.mkv
宋建军-警察的眼泪,http://em.21dtv.com/songs/60151256.mkv
孟鹏-大哥还钱,http://em.21dtv.com/songs/60151255.mkv
孙羽幽-羽音幽幽,http://em.21dtv.com/songs/60151254.mkv
孙燕姿-充氧期,http://em.21dtv.com/songs/60151253.mkv
大春-再见吧我最爱的人,http://em.21dtv.com/songs/60151252.mkv
四郎贡布-回家乡,http://em.21dtv.com/songs/60151251.mkv
品冠-日不落,http://em.21dtv.com/songs/60151250.mkv
吕蔷-门没锁,http://em.21dtv.com/songs/60151249.mkv
吕蔷-奔跑,http://em.21dtv.com/songs/60151248.mkv
司徒兰芳-灌醉,http://em.21dtv.com/songs/60151247.mkv
刘长利-星月见证千古爱,http://em.21dtv.com/songs/60151246.mkv
刘超华-做个好男人,http://em.21dtv.com/songs/60151245.mkv
刘罡-天海一杯酒,http://em.21dtv.com/songs/60151244.mkv
刘维-哑巴,http://em.21dtv.com/songs/60151243.mkv
刘昊东+马艺航-咱们都是中国人,http://em.21dtv.com/songs/60151242.mkv
刘昊东-一路向前,http://em.21dtv.com/songs/60151241.mkv
刘子琪-家风,http://em.21dtv.com/songs/60151240.mkv
刘大宝-美丽到陌生,http://em.21dtv.com/songs/60151239.mkv
刘大宝-十指相扣,http://em.21dtv.com/songs/60151238.mkv
刘丹萌-互不打扰,http://em.21dtv.com/songs/60151237.mkv
任然-空空如也,http://em.21dtv.com/songs/60151236.mkv
二驴的-祝大哥,http://em.21dtv.com/songs/60151235.mkv
乞丐-陌生的贵州,http://em.21dtv.com/songs/60151234.mkv
乔幼-爱你无采工,http://em.21dtv.com/songs/60151233.mkv
乔幼-才知我的痛,http://em.21dtv.com/songs/60151232.mkv
乔幼-后山痴情花,http://em.21dtv.com/songs/60151231.mkv
上官依一+杨东伟-红尘缘相思悠,http://em.21dtv.com/songs/60151230.mkv
三杰神话-亚特兰蒂斯,http://em.21dtv.com/songs/60151229.mkv
JESSIE J-I HAVE NOTHING,http://em.21dtv.com/songs/60151227.mkv
周杰伦+杨瑞代-等你下课,http://em.21dtv.com/songs/60151226.mkv
高进+大壮-本色英雄,http://em.21dtv.com/songs/60151225.mkv
韩磊-正在回来,http://em.21dtv.com/songs/60151224.mkv
韩思伟-我在乐平等你,http://em.21dtv.com/songs/60151223.mkv
韩俊林-版纳,http://em.21dtv.com/songs/60151222.mkv
韩俊林-双十一什么都想要,http://em.21dtv.com/songs/60151221.mkv
韩俊林-体面的收场,http://em.21dtv.com/songs/60151220.mkv
雷佳-帛画魂,http://em.21dtv.com/songs/60151219.mkv
陈零九-废物,http://em.21dtv.com/songs/60151218.mkv
陈芳语+葛仲珊-家在哪里,http://em.21dtv.com/songs/60151217.mkv
陈琛-男人何苦为难女人,http://em.21dtv.com/songs/60151216.mkv
陈杰铭-不拒绝,http://em.21dtv.com/songs/60151215.mkv
陈明憙-花错,http://em.21dtv.com/songs/60151214.mkv
陈佳乐-不要停下来,http://em.21dtv.com/songs/60151213.mkv
陈一郡-芳华,http://em.21dtv.com/songs/60151212.mkv
阿沁+杨启斯+HOODLAND陈俊杰-WIGA,http://em.21dtv.com/songs/60151211.mkv
金贵晟-更新世界,http://em.21dtv.com/songs/60151208.mkv
金福-明天天晴,http://em.21dtv.com/songs/60151207.mkv
金福-四月的天空里,http://em.21dtv.com/songs/60151206.mkv
金福-喜欢你的歌,http://em.21dtv.com/songs/60151205.mkv
金福-不能没有你,http://em.21dtv.com/songs/60151204.mkv
金伊智-SUNSHINE,http://em.21dtv.com/songs/60151202.mkv
金久哲-追悔莫及,http://em.21dtv.com/songs/60151201.mkv
鄂莞婷-梦中的哈达,http://em.21dtv.com/songs/60151200.mkv
鄂莞婷-妈妈的手,http://em.21dtv.com/songs/60151199.mkv
邓海-志在四方,http://em.21dtv.com/songs/60151198.mkv
费玉清+刘相松-对你爱不完+春来了,http://em.21dtv.com/songs/60151197.mkv
贝壳乐队-如果爱你,http://em.21dtv.com/songs/60151196.mkv
蒋龙-天上一只猴,http://em.21dtv.com/songs/60151195.mkv
胡莎莎-一刻,http://em.21dtv.com/songs/60151194.mkv
胡杰夕-每一次相遇都充满期待,http://em.21dtv.com/songs/60151193.mkv
胡彦斌-你要的全拿走,http://em.21dtv.com/songs/60151192.mkv
胡凯+张磊-出色,http://em.21dtv.com/songs/60151191.mkv
胡66-请别说爱我,http://em.21dtv.com/songs/60151190.mkv
耿斯汉-礼物,http://em.21dtv.com/songs/60151189.mkv
耿介-浪漫情节,http://em.21dtv.com/songs/60151188.mkv
老狼+小柯-无忧的蓝天,http://em.21dtv.com/songs/60151187.mkv
简弘亦-过节,http://em.21dtv.com/songs/60151186.mkv
简弘亦-柔软的国,http://em.21dtv.com/songs/60151184.mkv
简弘亦-口碑,http://em.21dtv.com/songs/60151183.mkv
符泷飞-立,http://em.21dtv.com/songs/60151182.mkv
程诗迦-你不是说,http://em.21dtv.com/songs/60151181.mkv
科尔沁夫-天边,http://em.21dtv.com/songs/60151180.mkv
江一燕-燕子,http://em.21dtv.com/songs/60151179.mkv
樊凡-秋枫,http://em.21dtv.com/songs/60151178.mkv
梁凡-南在南方,http://em.21dtv.com/songs/60151177.mkv
柯有伦-告诉我,http://em.21dtv.com/songs/60151176.mkv
林朵-英雄归来,http://em.21dtv.com/songs/60151175.mkv
林朵-玩家,http://em.21dtv.com/songs/60151174.mkv
林朵-春风吹,http://em.21dtv.com/songs/60151173.mkv
林朵-我在夜里偷看过一颗星星,http://em.21dtv.com/songs/60151172.mkv
林朵-中餐厅,http://em.21dtv.com/songs/60151171.mkv
林朵-万人迷,http://em.21dtv.com/songs/60151170.mkv
杰豆-老婆我没有错,http://em.21dtv.com/songs/60151169.mkv
李雨桐-雨花石,http://em.21dtv.com/songs/60151168.mkv
李琦-美了还要美,http://em.21dtv.com/songs/60151167.mkv
李林翰-嘉艺青春,http://em.21dtv.com/songs/60151166.mkv
李晓东-后来,http://em.21dtv.com/songs/60151165.mkv
李圣杰-YOU AND I,http://em.21dtv.com/songs/60151164.mkv
李光-想你想疯了,http://em.21dtv.com/songs/60151163.mkv
曾昭玮-我想找你,http://em.21dtv.com/songs/60151162.mkv
方贵明-好日子,http://em.21dtv.com/songs/60151160.mkv
方贵明-六桂堂,http://em.21dtv.com/songs/60151159.mkv
方木-至少还有你,http://em.21dtv.com/songs/60151158.mkv
方木-最美情侣,http://em.21dtv.com/songs/60151157.mkv
方木-智商二五零,http://em.21dtv.com/songs/60151156.mkv
方木-意料之中,http://em.21dtv.com/songs/60151155.mkv
方木-左耳,http://em.21dtv.com/songs/60151154.mkv
方木-左手天才右手疯子,http://em.21dtv.com/songs/60151153.mkv
方木-只爱陌生人,http://em.21dtv.com/songs/60151152.mkv

歌曲之九第七段,#genre#
方木-中二病,http://em.21dtv.com/songs/60151151.mkv
方木-一人一城,http://em.21dtv.com/songs/60151150.mkv
打扰一下乐团-她们,http://em.21dtv.com/songs/60151149.mkv
戴荃-梦天涯,http://em.21dtv.com/songs/60151148.mkv
廖祯-死缠烂打,http://em.21dtv.com/songs/60151147.mkv
廖祯-新婚快乐,http://em.21dtv.com/songs/60151146.mkv
常思思-大梦想,http://em.21dtv.com/songs/60151145.mkv
好妹妹乐队-我在未来等你,http://em.21dtv.com/songs/60151144.mkv
哈琳-祝愿,http://em.21dtv.com/songs/60151143.mkv
华语群星-红歌,http://em.21dtv.com/songs/60151142.mkv
华晨宇+耿斯汉-渺小,http://em.21dtv.com/songs/60151141.mkv
初音ミク-羊肉汤,http://em.21dtv.com/songs/60151140.mkv
初音ミク-告白,http://em.21dtv.com/songs/60151139.mkv
冷雨-过年过的是团圆,http://em.21dtv.com/songs/60151138.mkv
八三夭+郑秀文-眉飞色舞PLUS,http://em.21dtv.com/songs/60151136.mkv
丛铭君-老李,http://em.21dtv.com/songs/60151135.mkv
X TIME-星辉,http://em.21dtv.com/songs/60151134.mkv
T.SONG梁老师-LOSING YOU,http://em.21dtv.com/songs/60151133.mkv
SWIN组合-发光的星体,http://em.21dtv.com/songs/60151132.mkv
SING-最亮的光,http://em.21dtv.com/songs/60151131.mkv
RADWIMPS-SHAPE OF MIRACLE,http://em.21dtv.com/songs/60151130.mkv
JW-维多利亚,http://em.21dtv.com/songs/60151128.mkv
JESSIE J-DOMINO,http://em.21dtv.com/songs/60151127.mkv
GAI-沧海一声笑,http://em.21dtv.com/songs/60151126.mkv
DJ辉仔-我亲爱的宝贝,http://em.21dtv.com/songs/60151125.mkv
CHICKEN CHICKS-SHE,http://em.21dtv.com/songs/60151124.mkv
ACEMAX RED-一天一天,http://em.21dtv.com/songs/60151123.mkv
A.T.M-DOUBLE,http://em.21dtv.com/songs/60151122.mkv
龙飞龙泽-永不言败,http://em.21dtv.com/songs/60151121.mkv
龙奔-狗年大吉,http://em.21dtv.com/songs/60151120.mkv
黄钧泽-循环,http://em.21dtv.com/songs/60151119.mkv
黄立绮-把你装进口袋里,http://em.21dtv.com/songs/60151118.mkv
黄宥杰-说谎的证人,http://em.21dtv.com/songs/60151117.mkv
黄华丽-杜鹃花开,http://em.21dtv.com/songs/60151116.mkv
